Type,Policy Document ID,Title,Translated title,Source title,Source country,Source type,Source sub-type,Published on,Cited research titles,Cited research DOIs,Topics,Document URL,Text
Name mention,ren21-70d21ca8cc3a2c64e207e84cc9766089,Global Status Report,,REN21,France,think tank,,6/14/21,,,Renewable energy  ，World energy consumption  ，Solar power  ，Concentrated solar power  ，Wind power  ，Efficient energy use  ，Low-carbon economy  ，REN21  ，Photovoltaics  ，Greenhouse gas  ，Variable renewable energy  ，Energy development  ，Electric vehicle  ，Fossil fuel  ，Renewable energy commercialization  ，Mini-grids  ，Climate change  ，Climate change mitigation  ，Fuel  ，Economic growth  ，Geothermal energy  ，District heating  ，Offshore wind power  ，Biofuel  ，Electrical grid  ，Energy storage  ，Coal  ，Zero-energy building  ，Photovoltaic thermal hybrid solar collector  ，Electricity generation  ，Hydroelectricity  ，Solar water heating  ，Solar thermal energy  ，Central heating  ，Carbon neutrality  ，Physical quantities  ，Sustainable development  ，Sustainable energy  ，Alternative energy  ，Energy sources  ，Renewable resources  ，Sustainable technologies  ，Energy production  ，Nature  ，Energy  ，Natural resources  ，Energy poverty  ，Biomass  ，Environmental technology  ，Hydrogen economy  ，Energy industry  ，Geothermal power  ，Royal Dutch Shell  ，Air conditioning  ，Grid energy storage  ，Off-the-grid  ，Clean cooking  ，Power station  ，Biodiesel  ，Nuclear power  ，Bioenergy  ，BP  ，Renewable heat  ，Natural environment  ，Transport  ，International Energy Agency  ，Electricity  ，Solar energy  ，Water heating  ，Energiewende  ，Energy policy of Australia  ，Sustainability  ，Climate change policy of the United States  ，Heat pump  ，Technology  ，Equinor  ，Heating  ， ventilation  ， and air conditioning  ，Renewable energy transition  ，Climate finance  ，Pumped-storage hydroelectricity  ，Economy  ，Energy policy of the United States  ，Carbon dioxide  ，Power (physics)  ，Carbon dioxide in Earth's atmosphere  ，Emission intensity  ，Energy economics  ，Energy and the environment,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,Cooking Alliance; Ezequiel Ferrer SolarPACES; Robert Fischer Luleå University of Technology; Jason Fisher Isleofrocks; Mindy Fox Solar Cookers International; Anna Freeman Clean Energy Council; Sabine Fröning Communication Works; Therese Galea Energy  Water Agency， Malta; Thomas Garabetian European Geothermal Energy Council; Shirish Garud TERI; Christoph Graecen ESMAP; Thakshila Gunaratna Clean Energy Council; Qin Haiyan Chinese Wind Energy Association; Kirsty Hamilton Chatham House; Gang He
Policy citation,e3g-368539521d287c73a2635194141a8edc,China’s 14th Five Year Plan,,E3G,UK,think tank,,4/1/21,Enabling a Rapid and Just Transition away from Coal in China,10.1016/j.oneear.2020.07.012,Sustainable finance  ，Clean technology  ，European Green Deal  ，Climate change mitigation  ，Renewable energy  ，Greenhouse gas emissions  ，Greenhouse gas emissions by China  ，China  ，Five-year plans of China  ，Climate target  ，Electric vehicle  ，Economy  ，Energy  ，Coal  ，Just transition  ，Sustainability  ，Natural environment  ，Belt and Road Initiative  ，Infrastructure  ，Fossil fuel  ，Sustainable energy  ，Net-zero emissions  ，Hydrogen economy  ，Coal-fired power station  ，Emission intensity  ，License,https://www.e3g.org/publications/china-s-14th-five-year-plan/,
Policy citation,europa-3992e9bef4a3cd188b84d234489c27d5,Emissions trading systems with different price control mechanisms : implications for linking : report for the carbon market policy dialogue.,,Publications Office of the European Union,EU,government,,3/24/21,Disentangling the drivers of carbon prices in China's ETS pilots — An EEMD approach,10.1016/j.techfore.2018.11.009,Emissions trading  ，European Union Emission Trading Scheme  ，Carbon emission trading  ，Carbon price  ，European Union  ，Auction  ，Greenhouse gas  ，Price floor  ，Kyoto Protocol  ，Market (economics)  ，Price  ，Economy  ，Pulse-code modulation  ，Regional Greenhouse Gas Initiative  ，Low-carbon economy  ，Demand  ，Climate change policy of the United States  ，Renminbi  ，Economic surplus  ，Human activities  ，China  ，Politics of climate change  ，Policy  ，Supply and demand  ，Option (finance)  ，Regulatory compliance,https://op.europa.eu/en/publication-detail/-/publication/752489f7-8de8-11eb-b85c-01aa75ed71a1/language-en/format-PDF,
Policy citation,governmentofiran-77674ca5d680eb9e2ad8b91ebac389ab,تحولات بازار نفت,Oil market developments,Government of Iran,Iran,government,,2/16/21,Rapid cost decrease of renewables and storage accelerates the decarbonization of China’s power system,10.1038/s41467-020-16184-x,,https://iies.mop.ir/File/ShowFile.aspx?ID=790ea528-0483-4429-a64a-f1da55889a6b,
Policy citation,grantham-43ebfa3e7f5367c466f713f19e7a79a3,Towards carbon neutrality and China’s 14th Five-Year Plan: Green COVID-19 recovery， sustainable urban development and clean energy transition - Grantham Research Institute on climate change and the environment,,Grantham Institute,UK,think tank,,2/1/21,Rapid cost decrease of renewables and storage accelerates the decarbonization of China’s power system,10.1038/s41467-020-16184-x,Plug-in electric vehicle  ，Low-carbon economy  ，Sustainability  ，Renewable energy  ，Plug-in hybrid  ，Variable renewable energy  ，Economic growth  ，Energiewende  ，Efficient energy use  ，Electrical grid  ，Coal  ，Photovoltaics  ，Greenhouse gas  ，Urbanization  ，Hybrid electric vehicle  ，Wind power  ，Sustainable development  ，Energy development  ，Smart grid  ，Fossil fuel power station  ，Energy industry  ，China  ，Natural gas  ，Zero-energy building  ，Energy security  ，Battery electric vehicle  ，Carbon capture and storage  ，Recession  ，Economy  ，Nature  ，Energy  ，Human activities  ，Petroleum  ，Infrastructure  ，Innovation  ，Electricity generation  ，Car  ，Energy demand management  ，Climate change  ，Transport  ，European Union  ，Carbon neutrality  ，International Monetary Fund  ，Technology  ，Electricity market  ，Climate resilience  ，Energy storage  ，Natural environment  ，Subsidy  ，Nicholas Stern  ， Baron Stern of Brentford  ，Biodiversity  ，Coal-fired power station  ，Solar energy  ，COVID-19 pandemic  ，World energy consumption  ，Charging station  ，Fuel,https://www.lse.ac.uk/granthaminstitute/publication/towards-carbon-neutrality-and-chinas-14th-five-year-plan-green-covid-19-recovery-sustainable-urban-development-and-clean-energy-transition/,
Policy citation,councilscience-c009a2129b8ac3c40799a53e5399d29f,Rethinking Energy Solutions,,International Science Council,France,think tank,,1/26/21,Modeling the impact of EVs in the Chinese power system: Pathways for implementing emissions reduction commitments in the power and transportation sectors,10.1016/j.enpol.2020.111962,Sustainability  ，Efficient energy use  ，International Energy Agency  ，Variable renewable energy  ，Renewable energy  ，Demand response  ，Low-carbon economy  ，Electrical grid  ，Climate resilience  ，Energiewende  ，World energy consumption  ，Climate change  ，Distributed generation  ，Sustainable Development Goals  ，Sustainable Development Goal 7  ，Poverty  ，International Institute for Applied Systems Analysis  ，Photovoltaics  ，Smart grid  ，Climate change mitigation  ，Solar power  ，European Investment Bank  ，Electric vehicle  ，Wind power  ，Consumerism  ，Innovation  ，Sustainable energy  ，Green building  ，Greenhouse gas  ，Energy industry  ，Internet of things  ，Tax  ，Transport  ，Subsidy  ，Car  ，Affordable housing  ，Sharing economy  ，Ecological design  ，Intergovernmental Panel on Climate Change  ，Circular economy  ，Economic growth  ，Nature  ，Energy  ，Human activities  ，Economy  ，Paris Agreement  ，Health  ，Governance  ，Reuse  ，Fossil fuel  ，Energy development  ，Natural environment  ，Photovoltaic system  ，Decentralization  ，International Renewable Energy Agency  ，Energy system  ，COVID-19 pandemic  ，Energy policy  ，Smart city  ，Economic inequality  ，Parking  ，European Union  ，Energy service company  ，Electricity generation  ，Telecommuting  ，Electricity market  ，Business model  ，Air pollution  ，Infrastructure  ，Congestion pricing  ，Technology  ，Economy and the environment  ，Construction  ，Public transport  ，Price of oil  ，Supply chain  ，Special Report on Global Warming of 1.5 °C  ，Peak oil  ，Active mobility  ，Energy storage  ，Energy subsidy  ，Petroleum  ，Shared mobility  ，Science  ，Energy poverty  ，Resource  ，Market (economics)  ，Policy  ，Resource efficiency  ，Recycling  ，Risk  ，Mini-grids  ，Waste  ，Road  ，Electricity  ，Urbanization  ，Fuel  ，Sustainable consumption  ，Energy policy of Australia  ，Education,https://council.science/publications/rethinking-energy-solutions/,
Policy citation,iiasaat-7bb032b886ea9117a9d56a96c33a81f8,Transformations within reach: Pathways to a sustainable and resilient world - Rethinking energy solutions,,IIASA,Austria,think tank,,1/1/21,Modeling the impact of EVs in the Chinese power system: Pathways for implementing emissions reduction commitments in the power and transportation sectors,10.1016/j.enpol.2020.111962,Sustainability  ，Efficient energy use  ，International Energy Agency  ，Demand response  ，Digital transformation  ，Sustainable Development Goal 7  ，Low-carbon economy  ，Infrastructure  ，Renewable energy  ，Climate resilience  ，Climate change  ，World energy consumption  ，Energiewende  ，Electrical grid  ，Distributed generation  ，Variable renewable energy  ，Climate change mitigation  ，Smart grid  ，Photovoltaics  ，Poverty  ，International Institute for Applied Systems Analysis  ，European Investment Bank  ，Sustainable Development Goals  ，Solar power  ，Sustainable energy  ，Electric vehicle  ，Wind power  ，Consumerism  ，Sustainable consumption  ，Transport  ，Innovation  ，Photovoltaic system  ，Circular economy  ，Affordable housing  ，Economic inequality  ，Energy industry  ，Special Report on Global Warming of 1.5 °C  ，Green building  ，Energy transition  ，COVID-19 pandemic  ，Ecological design  ，Internet of things  ，Car  ，Fossil fuel  ，Energy system  ，Tax  ，Intergovernmental Panel on Climate Change  ，Economic growth  ，Health  ，Economy  ，Energy development  ，Air pollution  ，Urban planning  ，Decentralization  ，International Renewable Energy Agency  ，Governance  ，Smart city  ，Nature  ，Human activities  ，Energy  ，Natural environment  ，Subsidy  ，Reuse  ，Greenhouse gas emissions  ，Telecommuting  ，Parking  ，Energy policy  ，Price of oil  ，European Union  ，Electricity generation  ，Paris Agreement  ，Energy service company  ，Energy poverty  ，Shared transport  ，Electricity market  ，Active mobility  ，Zero-energy building  ，Business model  ，Sharing economy  ，Economy and the environment  ，Supply chain  ，Peak oil  ，Petroleum  ，Congestion pricing  ，Technology  ，Construction  ，Energy subsidy  ，Energy storage  ，Public transport  ，Market (economics)  ，Welfare  ，Mini-grids  ，Education  ，Risk  ，Recycling  ，Resource  ，Resource efficiency  ，Science  ，Sustainable city  ，Energy policy of Australia,https://pure.iiasa.ac.at/id/eprint/16820/?template=default_internal,
Policy citation,stepikr-078111208b49309a77bd41f5b269d573,신기후체제에서의 과학기술을 활용한 국제 탄소시장 참여전략 연구,A Study on International Carbon Market Participation Strategies Utilizing Science and Technology in the New Climate System,Science and Technology Policy Institute,South Korea,think tank,,1/1/21,Addressing carbon Offsetters’ Paradox: Lessons from Chinese wind CDM,10.1016/j.enpol.2013.09.021,Climate change  ，Kyoto Protocol  ，Greenhouse gas  ，Intergovernmental Panel on Climate Change  ，Paris Agreement  ，Net-zero emissions  ，Sustainability  ，World Wide Fund for Nature  ，Natural environment  ，Renewable energy  ，Climate change adaptation,https://www.nkis.re.kr/subject_view1.do?otcCd=RB&otcNm=기본연구보고서&otpId=ACPT_000000000028215&otpSeq=0&eoSeq=322248&currentPage=4&searchSelect=&searchWord=&returnPage=newest_list.do&schLclaScsId=&pblYy=&agcNms=과학기술정책연구원&listPerPage=50,
Policy citation,stepikr-d8dcbe8f18eed70ec27868dbd67201e9,신기후체제에서의 과학기술을 활용한 국제 탄소시장 참여전략 연구,Research on Participation Strategies in the International Carbon Market Utilizing Science and Technology under the New Climate Regime,Science and Technology Policy Institute,South Korea,think tank,,1/1/21,Addressing carbon Offsetters’ Paradox: Lessons from Chinese wind CDM,10.1016/j.enpol.2013.09.021,Climate change  ，Kyoto Protocol  ，Greenhouse gas  ，Intergovernmental Panel on Climate Change  ，Paris Agreement  ，Net-zero emissions  ，Sustainability  ，World Wide Fund for Nature  ，Natural environment  ，Renewable energy  ，Climate change adaptation,https://www.nkis.re.kr/subject_view1.do?otpId=ACPT_000000000028215,
Policy citation,grantham-e26508fdb9f41a36c92be1ebd0b48f68,From rescue to recovery: towards a sustainable transition for China after the COVID-19 pandemic - Grantham Research Institute on climate change and the environment,,Grantham Institute,UK,think tank,,10/30/20,Rapid cost decrease of renewables and storage accelerates the decarbonization of China’s power system,10.1038/s41467-020-16184-x,Renewable energy  ，Sustainability  ，Low-carbon economy  ，Wind power  ，Coal  ，Tax  ，Economic growth  ，Electric vehicle  ，Photovoltaics  ，Electrical grid  ，World energy consumption  ，China  ，Fiscal policy  ，Efficient energy use  ，COVID-19 pandemic  ，Recession  ，Innovation  ，Financial crisis of 2007–08  ，Energy storage  ，Carbon tax  ，International Monetary Fund  ，Solar energy  ，Economy  ，Human activities  ，Infrastructure  ，Public–private partnership  ，Public transport  ，Energiewende  ，Energy industry  ，Poverty  ，Finance  ，Greenhouse gas  ，Transport  ，Crisis  ，Great Depression  ，Fossil fuel power station  ，Nicholas Stern  ， Baron Stern of Brentford  ，Grantham Research Institute on Climate Change and the Environment  ，Government budget balance  ，Policy  ，Demand response  ，London School of Economics  ，Economic inequality  ，Risk  ，Employment  ，Pollution,https://www.lse.ac.uk/granthaminstitute/publication/from-rescue-to-recovery-towards-a-sustainable-transition-for-china-after-the-covid-19-pandemic/,
Policy citation,esrc-f2763c67a578811817b79b1b21513ed1,From rescue to recovery: towards a sustainable transition for China after the COVID-19 pandemic – Centre for Climate Change Economics and Policy,,ESRC Centre for Climate Change Economics and Policy,UK,think tank,,10/30/20,Rapid cost decrease of renewables and storage accelerates the decarbonization of China’s power system,10.1038/s41467-020-16184-x,Renewable energy  ，Sustainable energy  ，Low-carbon economy  ，Solar power  ，Photovoltaics  ，Economic growth  ，Tax  ，Coal  ，Wind power  ，Sustainability  ，Infrastructure  ，Electric vehicle  ，Electricity generation  ，China  ，Fiscal policy  ，Greenhouse gas emissions  ，Efficient energy use  ，COVID-19 pandemic  ，Electrical grid  ，Economy  ，Energy storage  ，International Monetary Fund  ，2007–2008 financial crisis  ，Carbon tax  ，Recession  ，Innovation  ，Public transport  ，Finance  ，World energy supply and consumption  ，Guangdong–Hong Kong–Macao Greater Bay Area  ，Photovoltaic system  ，Carbon neutrality  ，Crisis  ，Transport  ，Energy transition  ，Government budget balance  ，Economic inequality  ，Merit order  ，Great Depression  ，Health,https://www.cccep.ac.uk/publication/from-rescue-to-recovery-towards-a-sustainable-transition-for-china-after-the-covid-19-pandemic/,
Policy citation,iiea-d3aa6265136b301538fee3638a89d735,Course Correction: China is going Carbon Neutral,,Institute of International and European Affairs,Ireland,think tank,,10/20/20,Rapid cost decrease of renewables and storage accelerates the decarbonization of China’s power system,10.1038/s41467-020-16184-x,Low-carbon economy  ，Carbon neutrality  ，Renewable energy  ，Climate change mitigation  ，China  ，Coal  ，Zero-energy building  ，Global warming  ，Paris Agreement  ，Greenhouse gas  ，European Union  ，Nature  ，Human activities  ，Energy  ，Energiewende  ，Economy of China  ，Energy security  ，Sustainable energy  ，Fossil fuel power station  ，Natural environment  ，Fossil fuel  ，Economic growth  ，Greenhouse gas emissions by China  ，Air pollution  ，Economy  ，Photovoltaics  ，Competition (companies)  ，Pollution,https://www.iiea.com/publication/course-correction-china-is-going-carbon-neutral/,
Policy citation,grantham-2a499bd120e5eae0a5b0af36343607e7,China’s 14th Five-Year Plan in the context of COVID-19: Rescue， recovery and sustainable growth for China and the world - Grantham Research Institute on climate change and the environment,,Grantham Institute,UK,think tank,,8/24/20,Rapid cost decrease of renewables and storage accelerates the decarbonization of China’s power system,10.1038/s41467-020-16184-x,Wind power  ，Renewable energy  ，Sustainability  ，Efficient energy use  ，Recession  ，Economic growth  ，Coal  ，Energiewende  ，Electrical grid  ，China  ，Low-carbon economy  ，Energy development  ，European Union  ，Economy  ，Human activities  ，Infrastructure  ，Fiscal policy  ，Photovoltaics  ，International Monetary Fund  ，Sustainable development  ，Innovation  ，World energy consumption  ，Financial crisis of 2007–08  ，Paris Club  ，Public transport  ，Great Depression  ，Energy transition  ，Policy  ，Nature  ，Transport  ，International Development Association  ，Debt  ，Energy storage  ，Urban sprawl  ，Fossil fuel power station  ，Car  ，Poverty  ，Public finance,https://www.lse.ac.uk/granthaminstitute/publication/chinas-14th-five-year-plan-in-the-context-of-covid-19-rescue-recovery-and-sustainable-growth-for-china-and-the-world/,
Policy citation,adminch-bbcd57d7697d285386201916f9bb1a68,Digitalisierung und Umwelt : Chancen， Risiken und Handlungsbedarf,Digitization and the environment: opportunities， risks and need for action,Government of Switzerland,Switzerland,government,,4/7/20,ELITE cities: A low-carbon eco-city evaluation tool for China,10.1016/j.ecolind.2014.09.018,Citizen science  ，Digital Revolution  ，Commons  ，Nudge theory  ，Environmental protection  ，Digitization  ，Digital transformation  ，Rebound effect (conservation)  ，Global warming  ，Internet  ，Internet of things  ，Nuclear power  ，Data  ，Information privacy  ，Electronic waste  ，Human activities  ，Big data  ，Technology  ，Environmental policy  ，Online interview  ，Biodiversity  ，Open data  ，Questionnaire  ，China  ，Risk  ，Resource  ，Efficient energy use  ，Public participation (decision making)  ，Recycling,https://www.bafu.admin.ch/dam/bafu/de/dokumente/daten-karten/externe-studien-berichte/BAFU-IKTU_Schlussbericht_v1.1_2020-04.pdf.download.pdf/BAFU-IKTU_Schlussbericht_v1.1_2020-04.pdf,
Policy citation,adminch-5d48192c91b1a588261217efcb582cc3,Digitalisierung und Umwelt : Chancen， Risiken und Handlungsbedarf,Digitalization and the environment: opportunities， risks and need for action,Government of Switzerland,Switzerland,government,,4/7/20,ELITE cities: A low-carbon eco-city evaluation tool for China,10.1016/j.ecolind.2014.09.018,Digitization  ，Federal Office for the Environment  ，Bern University of Applied Sciences  ，Umwelt  ，Society  ，Environmental policy  ，Nudge theory,https://www.bafu.admin.ch/dam/fr/sd-web/dYPxzfiu6fHL/BAFU-IKTU_Schlussbericht_v1.1_2020-04.pdf,
Policy citation,adminch-6590c975c3617fc26a24b06539b800e2,Digitalisierung und Umwelt : Chancen， Risiken und Handlungsbedarf,Digitalization and the environment: opportunities， risks and need for action,Government of Switzerland,Switzerland,government,,4/7/20,ELITE cities: A low-carbon eco-city evaluation tool for China,10.1016/j.ecolind.2014.09.018,Digitization  ，Federal Office for the Environment  ，Bern University of Applied Sciences  ，Umwelt  ，Society  ，Environmental policy  ，Nudge theory,https://www.bafu.admin.ch/dam/de/sd-web/dYPxzfiu6fHL/BAFU-IKTU_Schlussbericht_v1.1_2020-04.pdf,
Policy citation,adminch-7d9d2d25caa39c1fd1575f75e13dfe28,Digitalisierung und Umwelt : Chancen， Risiken und Handlungsbedarf,Digitalization and the environment: opportunities， risks and need for action,Government of Switzerland,Switzerland,government,,4/7/20,ELITE cities: A low-carbon eco-city evaluation tool for China,10.1016/j.ecolind.2014.09.018,Digitization  ，Federal Office for the Environment  ，Bern University of Applied Sciences  ，Umwelt  ，Society  ，Environmental policy  ，Nudge theory,https://www.bafu.admin.ch/dam/en/sd-web/dYPxzfiu6fHL/BAFU-IKTU_Schlussbericht_v1.1_2020-04.pdf,
Policy citation,adminch-945997e45506319859f1deb61100f710,Digitalisierung und Umwelt : Chancen， Risiken und Handlungsbedarf,Digitalization and the environment: opportunities， risks and need for action,Government of Switzerland,Switzerland,government,,4/7/20,ELITE cities: A low-carbon eco-city evaluation tool for China,10.1016/j.ecolind.2014.09.018,Digitization  ，Federal Office for the Environment  ，Bern University of Applied Sciences  ，Umwelt  ，Society  ，Environmental policy  ，Nudge theory,https://www.bafu.admin.ch/dam/it/sd-web/dYPxzfiu6fHL/BAFU-IKTU_Schlussbericht_v1.1_2020-04.pdf,
Policy citation,govdeptsjapan-6420c4fd570453381355ac4d1a80cad3,環境省 御中,To the Ministry of the Environment,Government of Japan,Japan,government,,3/27/20,SWITCH-China: A Systems Approach to Decarbonizing China’s Power System,10.1021/acs.est.6b01345,Renewable energy  ，Electricity generation  ，Electric power  ，Greenhouse gas  ，Photovoltaics  ，Japan  ，Feed-in tariff  ，Electricity  ，Paris Agreement  ，Hydroelectricity  ，Sustainable energy  ，Energy  ，Energy technology  ，Sustainable technologies  ，Wind power  ，Reiwa era  ，Strategy  ，OECD  ，Energy and the environment  ，Sustainable development  ，Geothermal power  ，Renewable resources  ，Power (physics),https://www.env.go.jp/content/900449149.pdf,
Policy citation,mekongriver-5713f9f8c006bfa7aafce939daf15638,State of the Basin Report 2018,,Mekong River Commission,IGO,igo,,10/22/19,Experiences and lessons from China’s success in providing electricity for all,10.1016/j.resconrec.2017.03.011,Economic development  ，Environmental monitoring  ，Sea level rise  ，Cambodia  ，Climate change adaptation  ，Mekong  ，Sustainability  ，Wetland  ，Mekong River Commission  ，Sustainable Development Goals  ，Flood  ，Water resources  ，Drinking water  ，Hydroelectricity  ，Sustainable development  ，Greenhouse gas  ，Tonlé Sap  ，River  ，Strategic management  ，Nature  ，Earth sciences  ，Physical geography  ，Natural environment  ，Agriculture  ，Vietnam  ，Thailand  ，Climate change  ，Biodiversity  ，Economy  ，Laos  ，Water quality  ，Food security  ，Ecology  ，Economic growth  ，Reservoir  ，Climate  ，Human activities  ，Poverty  ，Intergovernmental Panel on Climate Change  ，Natural resource  ，Aquaculture  ，United Nations  ，Malnutrition,http://www.mrcmekong.org/assets/Publications/SOBR-v8_Final-for-web.pdf,
Policy citation,ecofiscal-dccde0a84fa593d01b965da5260d645d,China's sprawling approach to climate policy,,Ecofiscal,Canada,think tank,,6/12/19,Disentangling the drivers of carbon prices in China's ETS pilots — An EEMD approach,10.1016/j.techfore.2018.11.009,Low-carbon economy  ，Emissions trading  ，China  ，Electric vehicle  ，Renewable energy  ，Carbon price  ，Politics of global warming  ，Economy  ，Energy  ，Human activities  ，Car  ，Air pollution  ，Market (economics)  ，Subsidy  ，Emission intensity  ，Nature  ，Transport  ，United States,https://ecofiscal.ca/2019/06/12/chinas-climate-challenge-part-2/,
Policy citation,worldbank-e375f01c1d084b71080372f1c000f41a,The Role of Desalination in an Increasingly Water-Scarce World,,World Bank,IGO,igo,,3/15/19,Assessing the impacts of nuclear desalination and geoengineering to address China's water shortages,10.1016/j.desal.2014.12.028,Desalination  ，Reverse osmosis  ，Seawater  ，Water scarcity  ，Water  ，Liquid dielectrics  ，Nature  ，Refrigerants  ，Hydroxides  ，Lubricants  ，Transparent materials  ，Chemistry  ，Membrane  ，Solvents  ，Brine  ，Multi-stage flash distillation  ，Drinking water  ，Natural environment  ，Oxidizing agents  ，Solar power  ，Environmental technology  ，Osmosis  ，Artificial objects  ，Total dissolved solids  ，Hydrology  ，Sustainability  ，Salinity  ，Water resources,https://openknowledge.worldbank.org/handle/10986/31416,
Policy citation,apo-a58715de11ea2c245172387a95689c51,Building thriving， low-carbon cities: An Overview of Policy Options for National Governments,,Australian Policy Online,Australia,other,,8/19/18,ELITE cities: A low-carbon eco-city evaluation tool for China,10.1016/j.ecolind.2014.09.018,Low-carbon economy  ，Efficient energy use  ，Economic development  ，Transport  ，Tax  ，Affordable housing  ，City  ，Sustainability  ，Public transport  ，Smart growth  ，Car  ，Policy  ，Economic growth  ，Governance  ，Waste  ，Fuel economy in automobiles  ，Subsidy  ，Economics  ，Urban sprawl  ，Infrastructure  ，Waste management  ，Low-carbon fuel standard  ，Renewable energy  ，Urban planning  ，Plug-in hybrid  ，Greenhouse gas  ，Incentive  ，Public housing  ，Compact city  ，Sustainable transport  ，Electric vehicle  ，Energy development  ，Capacity building  ，Recycling  ，Accessibility  ，Carbon price  ，Pricing  ，Intermodal passenger transport  ，Vehicle  ，Low-carbon building  ，Poverty  ，Local government  ，Congestion pricing  ，Public health  ，Landfill  ，Climate change mitigation  ，Transportation planning  ，Air pollution  ，Welfare  ，Sustainable city  ，Employment  ，Natural gas  ，Transit-oriented development  ，Energy subsidies  ，Goal  ，Artificial objects  ，Human activities  ，Economy  ，Fuel  ，Traffic congestion  ，Public–private partnership  ，Hybrid electric vehicle  ，World energy consumption  ，Climate resilience  ，Solar power  ，Strategy  ，Investment  ，Zoning  ，Pollution  ，Distributed generation  ，Design  ，Energy industry  ，Energy conservation  ，HVAC  ，C40 Cities Climate Leadership Group  ，Battery electric vehicle  ，Mode of transport  ，Emission standard  ，Extended producer responsibility  ，Finance  ，Cost–benefit analysis  ，Productivity  ，Aid  ，Multi-level governance  ，Resource  ，Waste-to-energy  ，Cargo  ，Technology  ，Emissions trading  ，Property tax  ，Biofuel  ，Fuel efficiency  ，Fiscal policy  ，China  ，Politics of global warming  ，Investor  ，Traffic  ，Best practice  ，Synergy  ，Rail transport,https://apo.org.au/node/187451,
Policy citation,govdeptsjapan-e6ac782cc6bdee2d707a77d1b30c9bb1,再生可能な未来のための計画,Planning for a renewable future,Government of Japan,Japan,government,,4/23/18,SWITCH-China: A Systems Approach to Decarbonizing China’s Power System,10.1021/acs.est.6b01345,Renewable energy  ，Photovoltaics  ，Electrical grid  ，Electric power  ，Operating reserve  ，Wind power  ，Power station  ，Hydroelectricity  ，Energy policy  ，Investment  ，Electric power transmission  ，Electricity  ，Power (physics)  ，Electrical engineering  ，Nature  ，Physical quantities  ，Energy  ，Watt  ，Thermal power station  ，Technology  ，Resource  ，Capacity factor  ，Uncertainty  ，Infrastructure  ，Supply and demand  ，Distributed generation  ，Smart grid  ，Simulation  ，Cogeneration  ，Research  ，Overhead power line  ，Kilowatt-hour,https://www.env.go.jp/content/900449456.pdf,
Policy citation,gcoec-6628e217d2d3526258aaa398d35e3aad,Building Thriving， Low-Carbon Cities: An Overview of Policy Options for National Governments,,The Global Commission on the Economy and Climate,IGO,igo,,2/2/18,ELITE cities: A low-carbon eco-city evaluation tool for China,10.1016/j.ecolind.2014.09.018,Low-carbon economy  ，Efficient energy use  ，Transport  ，Economic development  ，Tax  ，Sustainability  ，Public transport  ，Smart growth  ，Car  ，Policy  ，Economic growth  ，Fuel economy in automobiles  ，Compact city  ，Governance  ，Waste  ，Subsidy  ，Economics  ，Urban sprawl  ，Infrastructure  ，Waste management  ，Renewable energy  ，Incentive  ，Greenhouse gas  ，Urban planning  ，Affordable housing  ，Plug-in hybrid  ，Low-carbon fuel standard  ，Public housing  ，Sustainable transport  ，Electric vehicle  ，Capacity building  ，Energy development  ，Recycling  ，Carbon price  ，Pricing  ，Accessibility  ，Intermodal passenger transport  ，Human activities  ，Economy  ，Poverty  ，Vehicle  ，Low-carbon building  ，Climate change mitigation  ，Landfill  ，Air pollution  ，Congestion pricing  ，Public health  ，Transportation planning  ，Local government  ，Welfare  ，Sustainable city  ，Employment  ，Natural gas  ，Transit-oriented development  ，Public–private partnership  ，Fuel  ，Hybrid electric vehicle  ，Traffic congestion  ，World energy consumption  ，Climate resilience  ，Energy subsidies  ，Solar power  ，Technology  ，Zoning  ，HVAC  ，Energy conservation  ，Pollution  ，Distributed generation  ，Investment  ，Strategy  ，Energy industry,https://newclimateeconomy.report/workingpapers/wp-content/uploads/sites/5/2018/02/Building-Thriving-Low-Carbon-Cities-An-Overview-Full-Paper-1.pdf,
Policy citation,worldbank-350d84cbd62907533aeccb9f103b6428,A Retrospective Analysis of the Role of Isolated and Mini Grids in Power System Development,,World Bank,IGO,igo,,12/18/17,Experiences and lessons from China’s success in providing electricity for all,10.1016/j.resconrec.2017.03.011,Electrical grid  ，Mini-grids  ，Electric power transmission  ，Electric power distribution  ，Electrification  ，Electric power system  ，Electricity generation  ，Power station  ，Hydroelectricity  ，Direct current  ，Deptford Power Station  ，Alternating current  ，Electricity  ，International Energy Agency  ，Power (physics)  ，Electric power  ，Technology  ，Electrical engineering  ，Nature  ，Energy  ，Shannon hydroelectric scheme  ，Rural electrification  ，Electromagnetism  ，Economy  ，Electric power industry  ，ESB Group  ，Wind power  ，Electric generator  ，Alaska  ，Energy Sector Management Assistance Program  ，Artificial objects  ，Electrical substation  ，Renewable energy  ，World Bank,https://openknowledge.worldbank.org/handle/10986/29023,
